country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Czech Republic,2007,female,15-24 years,15,654550,2.29,Czech Republic2007,NA,189227050760,19273,Millenials
Czech Republic,2007,male,5-14 years,2,499126,0.4,Czech Republic2007,NA,189227050760,19273,Generation Z
Czech Republic,2007,female,5-14 years,0,472986,0,Czech Republic2007,NA,189227050760,19273,Generation Z
Denmark,2007,male,75+ years,59,146309,40.33,Denmark2007,NA,319423370134,62229,Silent
Denmark,2007,male,55-74 years,124,584457,21.22,Denmark2007,NA,319423370134,62229,Silent
Denmark,2007,male,35-54 years,145,786990,18.42,Denmark2007,NA,319423370134,62229,Boomers
Denmark,2007,male,25-34 years,56,347246,16.13,Denmark2007,NA,319423370134,62229,Generation X
Denmark,2007,female,75+ years,33,235854,13.99,Denmark2007,NA,319423370134,62229,Silent
Denmark,2007,female,35-54 years,71,768072,9.24,Denmark2007,NA,319423370134,62229,Boomers
Denmark,2007,female,55-74 years,55,606387,9.07,Denmark2007,NA,319423370134,62229,Silent
Denmark,2007,male,15-24 years,15,320054,4.69,Denmark2007,NA,319423370134,62229,Millenials
Denmark,2007,female,25-34 years,15,345418,4.34,Denmark2007,NA,319423370134,62229,Generation X
Denmark,2007,female,15-24 years,6,305722,1.96,Denmark2007,NA,319423370134,62229,Millenials
Denmark,2007,male,5-14 years,2,351664,0.57,Denmark2007,NA,319423370134,62229,Generation Z
Denmark,2007,female,5-14 years,0,334828,0,Denmark2007,NA,319423370134,62229,Generation Z
Ecuador,2007,male,15-24 years,235,1383302,16.99,Ecuador2007,NA,51007777000,4024,Millenials
Ecuador,2007,male,55-74 years,92,626501,14.68,Ecuador2007,NA,51007777000,4024,Silent
Ecuador,2007,male,25-34 years,157,1123771,13.97,Ecuador2007,NA,51007777000,4024,Generation X
Ecuador,2007,male,75+ years,18,145654,12.36,Ecuador2007,NA,51007777000,4024,Silent
Ecuador,2007,male,35-54 years,184,1525177,12.06,Ecuador2007,NA,51007777000,4024,Boomers
Ecuador,2007,female,15-24 years,135,1346416,10.03,Ecuador2007,NA,51007777000,4024,Millenials
Ecuador,2007,female,25-34 years,53,1118153,4.74,Ecuador2007,NA,51007777000,4024,Generation X
Ecuador,2007,male,5-14 years,45,1526432,2.95,Ecuador2007,NA,51007777000,4024,Generation Z
Ecuador,2007,female,55-74 years,19,673563,2.82,Ecuador2007,NA,51007777000,4024,Silent
Ecuador,2007,female,35-54 years,42,1557413,2.7,Ecuador2007,NA,51007777000,4024,Boomers
Ecuador,2007,female,5-14 years,23,1470813,1.56,Ecuador2007,NA,51007777000,4024,Generation Z
Ecuador,2007,female,75+ years,2,180159,1.11,Ecuador2007,NA,51007777000,4024,Silent
El Salvador,2007,male,25-34 years,114,401997,28.36,El Salvador2007,NA,17011750900,3111,Generation X
El Salvador,2007,male,35-54 years,111,543505,20.42,El Salvador2007,NA,17011750900,3111,Boomers
El Salvador,2007,male,75+ years,13,64151,20.26,El Salvador2007,NA,17011750900,3111,Silent
El Salvador,2007,male,55-74 years,53,283342,18.71,El Salvador2007,NA,17011750900,3111,Silent
El Salvador,2007,male,15-24 years,93,563128,16.51,El Salvador2007,NA,17011750900,3111,Millenials
El Salvador,2007,female,15-24 years,57,592288,9.62,El Salvador2007,NA,17011750900,3111,Millenials
El Salvador,2007,female,25-34 years,22,481271,4.57,El Salvador2007,NA,17011750900,3111,Generation X
El Salvador,2007,female,75+ years,2,84282,2.37,El Salvador2007,NA,17011750900,3111,Silent
El Salvador,2007,female,55-74 years,8,347632,2.3,El Salvador2007,NA,17011750900,3111,Silent
El Salvador,2007,female,35-54 years,14,684881,2.04,El Salvador2007,NA,17011750900,3111,Boomers
El Salvador,2007,female,5-14 years,9,698018,1.29,El Salvador2007,NA,17011750900,3111,Generation Z
El Salvador,2007,male,5-14 years,5,723366,0.69,El Salvador2007,NA,17011750900,3111,Generation Z
Estonia,2007,male,75+ years,21,26860,78.18,Estonia2007,NA,22237061730,17504,Silent
Estonia,2007,male,55-74 years,58,117125,49.52,Estonia2007,NA,22237061730,17504,Silent
Estonia,2007,male,25-34 years,39,96140,40.57,Estonia2007,NA,22237061730,17504,Generation X
Estonia,2007,male,35-54 years,66,180160,36.63,Estonia2007,NA,22237061730,17504,Boomers
Estonia,2007,male,15-24 years,21,100450,20.91,Estonia2007,NA,22237061730,17504,Millenials
Estonia,2007,female,75+ years,13,71525,18.18,Estonia2007,NA,22237061730,17504,Silent
Estonia,2007,female,55-74 years,17,170045,10,Estonia2007,NA,22237061730,17504,Silent
Estonia,2007,female,35-54 years,11,192585,5.71,Estonia2007,NA,22237061730,17504,Boomers
Estonia,2007,female,15-24 years,3,94785,3.17,Estonia2007,NA,22237061730,17504,Millenials
Estonia,2007,female,25-34 years,2,91870,2.18,Estonia2007,NA,22237061730,17504,Generation X
Estonia,2007,female,5-14 years,0,62580,0,Estonia2007,NA,22237061730,17504,Generation Z
Estonia,2007,male,5-14 years,0,66290,0,Estonia2007,NA,22237061730,17504,Generation Z
Fiji,2007,male,55-74 years,3,40558,7.4,Fiji2007,NA,3405050612,4570,Silent
Fiji,2007,male,15-24 years,3,80074,3.75,Fiji2007,NA,3405050612,4570,Millenials
Fiji,2007,female,25-34 years,2,64428,3.1,Fiji2007,NA,3405050612,4570,Generation X
Fiji,2007,male,25-34 years,2,67634,2.96,Fiji2007,NA,3405050612,4570,Generation X
Fiji,2007,male,35-54 years,2,103785,1.93,Fiji2007,NA,3405050612,4570,Boomers
Fiji,2007,female,15-24 years,1,75514,1.32,Fiji2007,NA,3405050612,4570,Millenials
Fiji,2007,female,35-54 years,0,100300,0,Fiji2007,NA,3405050612,4570,Boomers
Fiji,2007,female,5-14 years,0,77970,0,Fiji2007,NA,3405050612,4570,Generation Z
Fiji,2007,female,55-74 years,0,41745,0,Fiji2007,NA,3405050612,4570,Silent
Fiji,2007,female,75+ years,0,5299,0,Fiji2007,NA,3405050612,4570,Silent
Fiji,2007,male,5-14 years,0,83503,0,Fiji2007,NA,3405050612,4570,Generation Z
Fiji,2007,male,75+ years,0,4245,0,Fiji2007,NA,3405050612,4570,Silent
Finland,2007,male,75+ years,58,140553,41.27,Finland2007,NA,255384615385,51089,Silent
Finland,2007,male,35-54 years,297,742406,40.01,Finland2007,NA,255384615385,51089,Boomers
Finland,2007,male,55-74 years,203,577963,35.12,Finland2007,NA,255384615385,51089,Silent
Finland,2007,male,25-34 years,101,334628,30.18,Finland2007,NA,255384615385,51089,Generation X
Finland,2007,male,15-24 years,89,336401,26.46,Finland2007,NA,255384615385,51089,Millenials
Finland,2007,female,55-74 years,83,624243,13.3,Finland2007,NA,255384615385,51089,Silent
Finland,2007,female,35-54 years,89,727224,12.24,Finland2007,NA,255384615385,51089,Boomers
Finland,2007,female,15-24 years,31,321868,9.63,Finland2007,NA,255384615385,51089,Millenials
Finland,2007,female,25-34 years,24,317967,7.55,Finland2007,NA,255384615385,51089,Generation X
Finland,2007,female,75+ years,17,267590,6.35,Finland2007,NA,255384615385,51089,Silent
Finland,2007,male,5-14 years,3,310283,0.97,Finland2007,NA,255384615385,51089,Generation Z
Finland,2007,female,5-14 years,0,297727,0,Finland2007,NA,255384615385,51089,Generation Z
France,2007,male,75+ years,1315,1932659,68.04,France2007,NA,2657213249384,45682,Silent
France,2007,male,35-54 years,3072,8475997,36.24,France2007,NA,2657213249384,45682,Boomers
France,2007,male,55-74 years,1776,5859657,30.31,France2007,NA,2657213249384,45682,Silent
France,2007,male,25-34 years,843,3926679,21.47,France2007,NA,2657213249384,45682,Generation X
France,2007,female,75+ years,461,3367365,13.69,France2007,NA,2657213249384,45682,Silent
France,2007,female,55-74 years,832,6461012,12.88,France2007,NA,2657213249384,45682,Silent
France,2007,female,35-54 years,1091,8736539,12.49,France2007,NA,2657213249384,45682,Boomers
France,2007,male,15-24 years,397,3998872,9.93,France2007,NA,2657213249384,45682,Millenials
France,2007,female,25-34 years,204,3971637,5.14,France2007,NA,2657213249384,45682,Generation X
France,2007,female,15-24 years,114,3893480,2.93,France2007,NA,2657213249384,45682,Millenials
France,2007,male,5-14 years,16,3864992,0.41,France2007,NA,2657213249384,45682,Generation Z
France,2007,female,5-14 years,6,3678122,0.16,France2007,NA,2657213249384,45682,Generation Z
Georgia,2007,male,75+ years,10,83450,11.98,Georgia2007,NA,10172869680,2448,Silent
Georgia,2007,male,55-74 years,24,337200,7.12,Georgia2007,NA,10172869680,2448,Silent
Georgia,2007,male,35-54 years,29,573900,5.05,Georgia2007,NA,10172869680,2448,Boomers
Georgia,2007,male,25-34 years,14,315700,4.43,Georgia2007,NA,10172869680,2448,Generation X
Georgia,2007,female,75+ years,5,161000,3.11,Georgia2007,NA,10172869680,2448,Silent
Georgia,2007,male,15-24 years,7,367900,1.9,Georgia2007,NA,10172869680,2448,Millenials
Georgia,2007,female,55-74 years,6,447350,1.34,Georgia2007,NA,10172869680,2448,Silent
Georgia,2007,female,35-54 years,7,651500,1.07,Georgia2007,NA,10172869680,2448,Boomers
Georgia,2007,female,25-34 years,1,323950,0.31,Georgia2007,NA,10172869680,2448,Generation X
Georgia,2007,female,15-24 years,1,359400,0.28,Georgia2007,NA,10172869680,2448,Millenials
Georgia,2007,female,5-14 years,0,255950,0,Georgia2007,NA,10172869680,2448,Generation Z
Georgia,2007,male,5-14 years,0,277600,0,Georgia2007,NA,10172869680,2448,Generation Z
Germany,2007,male,75+ years,1143,2417463,47.28,Germany2007,NA,3439953462907,43667,Silent
Germany,2007,male,55-74 years,2213,9135373,24.22,Germany2007,NA,3439953462907,43667,Silent
Germany,2007,male,35-54 years,2539,13116847,19.36,Germany2007,NA,3439953462907,43667,Boomers
Germany,2007,male,25-34 years,654,4913538,13.31,Germany2007,NA,3439953462907,43667,Generation X
Germany,2007,female,75+ years,595,4503136,13.21,Germany2007,NA,3439953462907,43667,Silent
Germany,2007,male,15-24 years,448,4875778,9.19,Germany2007,NA,3439953462907,43667,Millenials
Germany,2007,female,55-74 years,796,9816096,8.11,Germany2007,NA,3439953462907,43667,Silent
Germany,2007,female,35-54 years,742,12662132,5.86,Germany2007,NA,3439953462907,43667,Boomers
Germany,2007,female,25-34 years,145,4782312,3.03,Germany2007,NA,3439953462907,43667,Generation X
Germany,2007,female,15-24 years,110,4678848,2.35,Germany2007,NA,3439953462907,43667,Millenials
Germany,2007,male,5-14 years,15,4039955,0.37,Germany2007,NA,3439953462907,43667,Generation Z
Germany,2007,female,5-14 years,9,3835107,0.23,Germany2007,NA,3439953462907,43667,Generation Z
Greece,2007,male,55-74 years,75,1149577,6.52,Greece2007,NA,318497936901,29896,Silent
Greece,2007,male,75+ years,25,399870,6.25,Greece2007,NA,318497936901,29896,Silent
Greece,2007,male,35-54 years,101,1629000,6.2,Greece2007,NA,318497936901,29896,Boomers
Greece,2007,male,25-34 years,47,880293,5.34,Greece2007,NA,318497936901,29896,Generation X
Greece,2007,male,15-24 years,19,660913,2.87,Greece2007,NA,318497936901,29896,Millenials
Greece,2007,female,75+ years,11,522951,2.1,Greece2007,NA,318497936901,29896,Silent
Greece,2007,female,25-34 years,12,816668,1.47,Greece2007,NA,318497936901,29896,Generation X
Greece,2007,female,35-54 years,20,1617694,1.24,Greece2007,NA,318497936901,29896,Boomers
Greece,2007,female,55-74 years,12,1305992,0.92,Greece2007,NA,318497936901,29896,Silent
Greece,2007,female,15-24 years,5,611207,0.82,Greece2007,NA,318497936901,29896,Millenials
Greece,2007,male,5-14 years,1,545096,0.18,Greece2007,NA,318497936901,29896,Generation Z
Greece,2007,female,5-14 years,0,514330,0,Greece2007,NA,318497936901,29896,Generation Z
Grenada,2007,male,55-74 years,1,4324,23.13,Grenada2007,NA,758683593,8035,Silent
Grenada,2007,female,25-34 years,1,7699,12.99,Grenada2007,NA,758683593,8035,Generation X
Grenada,2007,male,25-34 years,1,8183,12.22,Grenada2007,NA,758683593,8035,Generation X
Grenada,2007,female,15-24 years,0,12038,0,Grenada2007,NA,758683593,8035,Millenials
Grenada,2007,female,35-54 years,0,10234,0,Grenada2007,NA,758683593,8035,Boomers
Grenada,2007,female,5-14 years,0,10089,0,Grenada2007,NA,758683593,8035,Generation Z
Grenada,2007,female,55-74 years,0,5099,0,Grenada2007,NA,758683593,8035,Silent
Grenada,2007,female,75+ years,0,2349,0,Grenada2007,NA,758683593,8035,Silent
Grenada,2007,male,15-24 years,0,12395,0,Grenada2007,NA,758683593,8035,Millenials
Grenada,2007,male,35-54 years,0,10277,0,Grenada2007,NA,758683593,8035,Boomers
Grenada,2007,male,5-14 years,0,10404,0,Grenada2007,NA,758683593,8035,Generation Z
Grenada,2007,male,75+ years,0,1327,0,Grenada2007,NA,758683593,8035,Silent
Guatemala,2007,male,35-54 years,74,956182,7.74,Guatemala2007,NA,34113107086,2914,Boomers
Guatemala,2007,male,25-34 years,69,948435,7.28,Guatemala2007,NA,34113107086,2914,Generation X
Guatemala,2007,male,75+ years,7,99526,7.03,Guatemala2007,NA,34113107086,2914,Silent
Guatemala,2007,male,55-74 years,26,419760,6.19,Guatemala2007,NA,34113107086,2914,Silent
Guatemala,2007,male,15-24 years,84,1420153,5.91,Guatemala2007,NA,34113107086,2914,Millenials
Guatemala,2007,female,15-24 years,34,1420815,2.39,Guatemala2007,NA,34113107086,2914,Millenials
Guatemala,2007,female,35-54 years,12,1144742,1.05,Guatemala2007,NA,34113107086,2914,Boomers
Guatemala,2007,female,75+ years,1,120646,0.83,Guatemala2007,NA,34113107086,2914,Silent
Guatemala,2007,female,25-34 years,7,1036031,0.68,Guatemala2007,NA,34113107086,2914,Generation X
Guatemala,2007,female,55-74 years,3,483657,0.62,Guatemala2007,NA,34113107086,2914,Silent
Guatemala,2007,female,5-14 years,7,1797379,0.39,Guatemala2007,NA,34113107086,2914,Generation Z
Guatemala,2007,male,5-14 years,3,1861071,0.16,Guatemala2007,NA,34113107086,2914,Generation Z
Guyana,2007,male,35-54 years,73,86507,84.39,Guyana2007,NA,1740334782,2602,Boomers
Guyana,2007,male,75+ years,3,4901,61.21,Guyana2007,NA,1740334782,2602,Silent
Guyana,2007,male,25-34 years,28,54095,51.76,Guyana2007,NA,1740334782,2602,Generation X
Guyana,2007,male,15-24 years,27,66115,40.84,Guyana2007,NA,1740334782,2602,Millenials
Guyana,2007,male,55-74 years,11,29855,36.84,Guyana2007,NA,1740334782,2602,Silent
Guyana,2007,female,75+ years,2,6214,32.19,Guyana2007,NA,1740334782,2602,Silent
Guyana,2007,female,15-24 years,15,65585,22.87,Guyana2007,NA,1740334782,2602,Millenials
Guyana,2007,female,25-34 years,9,55201,16.3,Guyana2007,NA,1740334782,2602,Generation X
Guyana,2007,female,55-74 years,4,31718,12.61,Guyana2007,NA,1740334782,2602,Silent
Guyana,2007,female,35-54 years,9,87596,10.27,Guyana2007,NA,1740334782,2602,Boomers
Guyana,2007,female,5-14 years,3,88555,3.39,Guyana2007,NA,1740334782,2602,Generation Z
Guyana,2007,male,5-14 years,1,92446,1.08,Guyana2007,NA,1740334782,2602,Generation Z
Hungary,2007,male,75+ years,252,230464,109.34,Hungary2007,NA,139850794387,14609,Silent
Hungary,2007,male,55-74 years,567,927533,61.13,Hungary2007,NA,139850794387,14609,Silent
Hungary,2007,male,35-54 years,791,1364796,57.96,Hungary2007,NA,139850794387,14609,Boomers
Hungary,2007,female,75+ years,132,478370,27.59,Hungary2007,NA,139850794387,14609,Silent
Hungary,2007,male,25-34 years,190,820057,23.17,Hungary2007,NA,139850794387,14609,Generation X
Hungary,2007,female,55-74 years,199,1235077,16.11,Hungary2007,NA,139850794387,14609,Silent
Hungary,2007,female,35-54 years,196,1412746,13.87,Hungary2007,NA,139850794387,14609,Boomers
Hungary,2007,male,15-24 years,77,652277,11.8,Hungary2007,NA,139850794387,14609,Millenials
Hungary,2007,female,25-34 years,32,787885,4.06,Hungary2007,NA,139850794387,14609,Generation X
Hungary,2007,female,15-24 years,12,627355,1.91,Hungary2007,NA,139850794387,14609,Millenials
Hungary,2007,male,5-14 years,2,531164,0.38,Hungary2007,NA,139850794387,14609,Generation Z
Hungary,2007,female,5-14 years,0,505214,0,Hungary2007,NA,139850794387,14609,Generation Z
Iceland,2007,male,75+ years,3,7454,40.25,Iceland2007,NA,21319946740,73590,Silent
Iceland,2007,male,15-24 years,7,23231,30.13,Iceland2007,NA,21319946740,73590,Millenials
Iceland,2007,male,35-54 years,12,45690,26.26,Iceland2007,NA,21319946740,73590,Boomers
Iceland,2007,male,25-34 years,6,24445,24.54,Iceland2007,NA,21319946740,73590,Generation X
Iceland,2007,female,75+ years,1,10165,9.84,Iceland2007,NA,21319946740,73590,Silent
Iceland,2007,female,25-34 years,2,22098,9.05,Iceland2007,NA,21319946740,73590,Generation X
Iceland,2007,female,55-74 years,2,24464,8.18,Iceland2007,NA,21319946740,73590,Silent
Iceland,2007,male,55-74 years,2,24652,8.11,Iceland2007,NA,21319946740,73590,Silent
Iceland,2007,female,15-24 years,1,22072,4.53,Iceland2007,NA,21319946740,73590,Millenials
Iceland,2007,female,35-54 years,1,41594,2.4,Iceland2007,NA,21319946740,73590,Boomers
Iceland,2007,female,5-14 years,0,21535,0,Iceland2007,NA,21319946740,73590,Generation Z
Iceland,2007,male,5-14 years,0,22312,0,Iceland2007,NA,21319946740,73590,Generation Z
Ireland,2007,male,15-24 years,76,320350,23.72,Ireland2007,NA,269917519847,67032,Millenials
Ireland,2007,male,25-34 years,91,387302,23.5,Ireland2007,NA,269917519847,67032,Generation X
Ireland,2007,male,35-54 years,119,590396,20.16,Ireland2007,NA,269917519847,67032,Boomers
Ireland,2007,male,55-74 years,61,338808,18,Ireland2007,NA,269917519847,67032,Silent
Ireland,2007,male,75+ years,8,81128,9.86,Ireland2007,NA,269917519847,67032,Silent
Ireland,2007,female,35-54 years,45,579555,7.76,Ireland2007,NA,269917519847,67032,Boomers
Ireland,2007,female,25-34 years,19,375744,5.06,Ireland2007,NA,269917519847,67032,Generation X
Ireland,2007,female,15-24 years,15,313405,4.79,Ireland2007,NA,269917519847,67032,Millenials
Ireland,2007,female,55-74 years,13,341816,3.8,Ireland2007,NA,269917519847,67032,Silent
Ireland,2007,male,5-14 years,7,292637,2.39,Ireland2007,NA,269917519847,67032,Generation Z
Ireland,2007,female,75+ years,3,126722,2.37,Ireland2007,NA,269917519847,67032,Silent
Ireland,2007,female,5-14 years,1,278844,0.36,Ireland2007,NA,269917519847,67032,Generation Z
Israel,2007,male,75+ years,29,132434,21.9,Israel2007,NA,178706717753,27712,Silent
Israel,2007,male,55-74 years,50,456922,10.94,Israel2007,NA,178706717753,27712,Silent
Israel,2007,male,35-54 years,85,785826,10.82,Israel2007,NA,178706717753,27712,Boomers
Israel,2007,male,25-34 years,51,541856,9.41,Israel2007,NA,178706717753,27712,Generation X
Israel,2007,male,15-24 years,45,587792,7.66,Israel2007,NA,178706717753,27712,Millenials
Israel,2007,female,75+ years,7,196820,3.56,Israel2007,NA,178706717753,27712,Silent
Israel,2007,female,35-54 years,23,819830,2.81,Israel2007,NA,178706717753,27712,Boomers
Israel,2007,female,55-74 years,13,521935,2.49,Israel2007,NA,178706717753,27712,Silent
Israel,2007,female,25-34 years,10,536280,1.86,Israel2007,NA,178706717753,27712,Generation X
Israel,2007,female,15-24 years,10,564137,1.77,Israel2007,NA,178706717753,27712,Millenials
Israel,2007,male,5-14 years,3,669312,0.45,Israel2007,NA,178706717753,27712,Generation Z
Israel,2007,female,5-14 years,0,635670,0,Israel2007,NA,178706717753,27712,Generation Z
Italy,2007,male,75+ years,596,2102301,28.35,Italy2007,NA,2203053380783,38935,Silent
Italy,2007,male,55-74 years,885,6332745,13.97,Italy2007,NA,2203053380783,38935,Silent
Italy,2007,male,35-54 years,883,8888038,9.93,Italy2007,NA,2203053380783,38935,Boomers
Italy,2007,male,25-34 years,354,4114889,8.6,Italy2007,NA,2203053380783,38935,Generation X
Italy,2007,male,15-24 years,170,3105574,5.47,Italy2007,NA,2203053380783,38935,Millenials
Italy,2007,female,75+ years,171,3568393,4.79,Italy2007,NA,2203053380783,38935,Silent
Italy,2007,female,55-74 years,274,7020728,3.9,Italy2007,NA,2203053380783,38935,Silent
Italy,2007,female,35-54 years,295,8909678,3.31,Italy2007,NA,2203053380783,38935,Boomers
Italy,2007,female,25-34 years,84,4028413,2.09,Italy2007,NA,2203053380783,38935,Generation X
Italy,2007,female,15-24 years,36,2960065,1.22,Italy2007,NA,2203053380783,38935,Millenials
Italy,2007,male,5-14 years,5,2855123,0.18,Italy2007,NA,2203053380783,38935,Generation Z
Italy,2007,female,5-14 years,4,2697631,0.15,Italy2007,NA,2203053380783,38935,Generation Z
Japan,2007,male,55-74 years,8184,16130000,50.74,Japan2007,NA,4515264514431,37408,Silent
Japan,2007,male,75+ years,2205,4744000,46.48,Japan2007,NA,4515264514431,37408,Silent
Japan,2007,male,35-54 years,7599,16557000,45.9,Japan2007,NA,4515264514431,37408,Boomers
Japan,2007,male,25-34 years,2596,8501000,30.54,Japan2007,NA,4515264514431,37408,Generation X
Japan,2007,female,75+ years,1691,7913000,21.37,Japan2007,NA,4515264514431,37408,Silent
Japan,2007,male,15-24 years,1252,6795000,18.43,Japan2007,NA,4515264514431,37408,Millenials
Japan,2007,female,55-74 years,3108,17338000,17.93,Japan2007,NA,4515264514431,37408,Silent
Japan,2007,female,35-54 years,2303,16325000,14.11,Japan2007,NA,4515264514431,37408,Boomers
Japan,2007,female,25-34 years,1084,8212000,13.2,Japan2007,NA,4515264514431,37408,Generation X
Japan,2007,female,15-24 years,596,6430000,9.27,Japan2007,NA,4515264514431,37408,Millenials
Japan,2007,male,5-14 years,31,6027000,0.51,Japan2007,NA,4515264514431,37408,Generation Z
Japan,2007,female,5-14 years,16,5732000,0.28,Japan2007,NA,4515264514431,37408,Generation Z
Kazakhstan,2007,male,25-34 years,919,1208359,76.05,Kazakhstan2007,NA,104849886826,7423,Generation X
Kazakhstan,2007,male,75+ years,77,116899,65.87,Kazakhstan2007,NA,104849886826,7423,Silent
Kazakhstan,2007,male,35-54 years,1275,1935835,65.86,Kazakhstan2007,NA,104849886826,7423,Boomers
Kazakhstan,2007,male,55-74 years,412,747545,55.11,Kazakhstan2007,NA,104849886826,7423,Silent
Kazakhstan,2007,male,15-24 years,648,1542361,42.01,Kazakhstan2007,NA,104849886826,7423,Millenials
Kazakhstan,2007,female,75+ years,50,281627,17.75,Kazakhstan2007,NA,104849886826,7423,Silent
Kazakhstan,2007,female,15-24 years,203,1498711,13.54,Kazakhstan2007,NA,104849886826,7423,Millenials
Kazakhstan,2007,female,25-34 years,140,1219565,11.48,Kazakhstan2007,NA,104849886826,7423,Generation X
Kazakhstan,2007,female,35-54 years,210,2144647,9.79,Kazakhstan2007,NA,104849886826,7423,Boomers
Kazakhstan,2007,female,55-74 years,88,1077829,8.16,Kazakhstan2007,NA,104849886826,7423,Silent
Kazakhstan,2007,male,5-14 years,89,1202402,7.4,Kazakhstan2007,NA,104849886826,7423,Generation Z
Kazakhstan,2007,female,5-14 years,30,1149826,2.61,Kazakhstan2007,NA,104849886826,7423,Generation Z
Kuwait,2007,male,25-34 years,21,640909,3.28,Kuwait2007,NA,114641097818,37283,Generation X
Kuwait,2007,female,25-34 years,7,301345,2.32,Kuwait2007,NA,114641097818,37283,Generation X
Kuwait,2007,male,55-74 years,2,99708,2.01,Kuwait2007,NA,114641097818,37283,Silent
Kuwait,2007,male,15-24 years,5,268049,1.87,Kuwait2007,NA,114641097818,37283,Millenials
Kuwait,2007,female,35-54 years,6,325356,1.84,Kuwait2007,NA,114641097818,37283,Boomers
Kuwait,2007,male,35-54 years,9,717868,1.25,Kuwait2007,NA,114641097818,37283,Boomers
Kuwait,2007,female,15-24 years,1,220418,0.45,Kuwait2007,NA,114641097818,37283,Millenials
Kuwait,2007,female,5-14 years,0,207774,0,Kuwait2007,NA,114641097818,37283,Generation Z
Kuwait,2007,female,55-74 years,0,58858,0,Kuwait2007,NA,114641097818,37283,Silent
Kuwait,2007,female,75+ years,0,7399,0,Kuwait2007,NA,114641097818,37283,Silent
Kuwait,2007,male,5-14 years,0,220886,0,Kuwait2007,NA,114641097818,37283,Generation Z
Kuwait,2007,male,75+ years,0,6348,0,Kuwait2007,NA,114641097818,37283,Silent
Kyrgyzstan,2007,male,35-54 years,132,581104,22.72,Kyrgyzstan2007,NA,3802566171,814,Boomers
Kyrgyzstan,2007,male,25-34 years,86,409642,20.99,Kyrgyzstan2007,NA,3802566171,814,Generation X
Kyrgyzstan,2007,male,55-74 years,34,175553,19.37,Kyrgyzstan2007,NA,3802566171,814,Silent
Kyrgyzstan,2007,male,15-24 years,90,560422,16.06,Kyrgyzstan2007,NA,3802566171,814,Millenials
Kyrgyzstan,2007,male,75+ years,4,38996,10.26,Kyrgyzstan2007,NA,3802566171,814,Silent
Kyrgyzstan,2007,female,75+ years,7,70578,9.92,Kyrgyzstan2007,NA,3802566171,814,Silent
Kyrgyzstan,2007,female,15-24 years,41,551054,7.44,Kyrgyzstan2007,NA,3802566171,814,Millenials
Kyrgyzstan,2007,female,35-54 years,31,609740,5.08,Kyrgyzstan2007,NA,3802566171,814,Boomers
Kyrgyzstan,2007,female,25-34 years,19,408305,4.65,Kyrgyzstan2007,NA,3802566171,814,Generation X
Kyrgyzstan,2007,male,5-14 years,20,532114,3.76,Kyrgyzstan2007,NA,3802566171,814,Generation Z
Kyrgyzstan,2007,female,55-74 years,8,217017,3.69,Kyrgyzstan2007,NA,3802566171,814,Silent
Kyrgyzstan,2007,female,5-14 years,10,514115,1.95,Kyrgyzstan2007,NA,3802566171,814,Generation Z
Latvia,2007,male,75+ years,39,41634,93.67,Latvia2007,NA,30901399261,14758,Silent
Latvia,2007,male,35-54 years,143,294462,48.56,Latvia2007,NA,30901399261,14758,Boomers
Latvia,2007,male,55-74 years,85,188774,45.03,Latvia2007,NA,30901399261,14758,Silent
Latvia,2007,male,25-34 years,58,152449,38.05,Latvia2007,NA,30901399261,14758,Generation X
Latvia,2007,female,75+ years,27,116189,23.24,Latvia2007,NA,30901399261,14758,Silent
Latvia,2007,male,15-24 years,32,174288,18.36,Latvia2007,NA,30901399261,14758,Millenials
Latvia,2007,female,55-74 years,27,285141,9.47,Latvia2007,NA,30901399261,14758,Silent
Latvia,2007,female,35-54 years,26,321956,8.08,Latvia2007,NA,30901399261,14758,Boomers
Latvia,2007,female,25-34 years,7,148231,4.72,Latvia2007,NA,30901399261,14758,Generation X
Latvia,2007,female,15-24 years,6,166758,3.6,Latvia2007,NA,30901399261,14758,Millenials
Latvia,2007,female,5-14 years,2,99706,2.01,Latvia2007,NA,30901399261,14758,Generation Z
Latvia,2007,male,5-14 years,1,104290,0.96,Latvia2007,NA,30901399261,14758,Generation Z
Lithuania,2007,male,55-74 years,220,267333,82.29,Lithuania2007,NA,39738180077,12869,Silent
Lithuania,2007,male,75+ years,51,67551,75.5,Lithuania2007,NA,39738180077,12869,Silent
Lithuania,2007,male,35-54 years,326,447405,72.86,Lithuania2007,NA,39738180077,12869,Boomers
Lithuania,2007,male,25-34 years,146,210164,69.47,Lithuania2007,NA,39738180077,12869,Generation X
Lithuania,2007,male,15-24 years,101,243589,41.46,Lithuania2007,NA,39738180077,12869,Millenials
Lithuania,2007,female,75+ years,40,164150,24.37,Lithuania2007,NA,39738180077,12869,Silent
Lithuania,2007,female,35-54 years,60,485943,12.35,Lithuania2007,NA,39738180077,12869,Boomers
Lithuania,2007,female,55-74 years,46,387684,11.87,Lithuania2007,NA,39738180077,12869,Silent
Lithuania,2007,female,25-34 years,17,212154,8.01,Lithuania2007,NA,39738180077,12869,Generation X
Lithuania,2007,female,15-24 years,10,236177,4.23,Lithuania2007,NA,39738180077,12869,Millenials
